# number of     number of    -1 for 
# observations  parameters  left truncated
0.632616  1    -1.52801 2.42823 1.33334 -0.430111 0.839803
0.075902  1    -1.03431 1.45724 -0.627607 1.34241 -0.0203534
2.35728  1    -1.17171 1.03337 0.0736958 -0.324259 0.900529
3.69001  1    0.24069 1.0098 -1.23201 0.396455 1.72733
1.31469  1    -0.135531 0.82435 -0.0219284 0.0134243 1.88521
1.0021  1    0.960012 0.836898 1.12102 0.202935 1.53264
1.33567  1    -1.56307 -1.34734 -0.457225 -0.0582721 1.4185
5.83784  1    -1.69967 -1.7497 -0.158251 0.492688 1.76019
1.0005  1    0.969927 1.32938 0.926944 0.483775 1.09943
2.67762  1    -1.64352 1.28643 0.691022 0.144091 0.508306
6.04738  1    0.0137701 1.31008 0.107576 0.764363 1.81597
0.803177  1    0.596802 -0.686637 0.779712 1.30489 0.393962
6.49651  1    -1.56918 1.69167 -0.95173 0.5111 2.02409
3.68918  1    -1.46089 0.209184 1.24214 -0.312189 1.55445
1.4973  1    -1.39529 0.521796 -1.26809 -0.47121 1.3042
1.26584  1    -1.26639 0.273447 -0.143582 -0.12711 0.444142
1.7835  1    0.520856 0.339195 0.687393 0.655929 1.11855
2.05602  1    -0.367321 0.577707 0.480074 -0.667339 2.26726
3.8944  1    -1.54882 0.0176944 -0.354502 0.921383 0.42159
0.685957  1    -0.82597 0.0416215 -1.33302 -0.380691 1.14713
2.16891  1    -0.314562 0.0134701 -0.0945989 0.163398 2.17849
3.48997  1    -0.896674 -1.15493 0.0644093 0.762233 2.07629
0.354015  1    -0.0531336 0.885132 -0.205631 0.253575 0.824618
2.38482  1    -0.847599 -1.67129 0.524096 0.824199 1.11697
7.17924  1    -1.06773 -1.37058 -0.31247 2.4557 2.76987
4.52096  1    0.30012 1.11173 -1.35483 0.93227 0.769888
0.387226  1    -2.53919 -0.258503 0.343463 -1.70049 0.494389
0.0300197  1    -0.415331 2.16704 -0.761538 1.17121 -0.258581
0.95031  1    -0.146824 1.72008 1.12541 0.800243 -0.300785
4.82099  1    -1.14857 1.53153 -0.564053 -0.646081 0.986144
3.66918  1    -2.57954 -0.0975371 0.263478 0.455625 -0.162501
0.568497  1    -0.467759 0.416749 -0.360568 -0.688378 1.54533
0.0418766  1    -0.00728898 -1.87596 -0.378491 -0.636001 2.49444
1.05683  1    0.277746 0.119615 -0.191534 2.29056 0.609608
3.56628  1    -2.36375 -1.10285 0.754129 -0.134481 0.441143
6.36408  1    0.696589 -0.0792845 1.13024 0.62505 3.86285
4.81854  1    -0.882798 -0.417547 -0.466255 1.5574 1.03681
2.95864  1    -2.13673 0.0476711 0.0880123 0.599944 0.0976096
1.52153  1    -2.61765 0.552745 -0.831281 1.55672 0.325656
0.958618  1    0.754208 -0.895648 -2.14931 -1.14984 1.77685
0.344111  1    -0.671679 -0.199932 0.853523 0.361678 2.0059
0.436046  1    -0.154573 1.12004 -1.1163 0.110672 1.34369
7.93045  1    -0.816727 2.74847 0.0404103 1.4385 1.49949
2.07818  1    0.232458 0.307323 -0.712694 0.848287 1.37185
0.106627  1    -1.2487 -2.34182 -0.830311 0.531811 0.527197
3.57396  1    -0.280365 -0.391278 -0.527683 -0.250354 1.69333
5.20655  1    -0.106147 -0.514183 0.721504 2.26577 0.372175
0.669301  1    -0.289598 1.42931 1.36334 -0.58849 1.67942
1.48745  1    -0.339793 0.920262 0.141082 -1.18874 0.838615
8.16141  1    -0.877062 -0.152515 -0.351542 0.805154 2.08178
1.05015  1    -1.36306 -1.27893 -0.133389 0.679976 0.713754
1.05252  1    -1.22372 1.48412 1.59526 -0.0379586 -0.163029
4.43443  1    -1.30407 -0.278594 1.14161 -0.406112 0.741177
3.42321  1    -1.37771 -0.422129 1.12034 1.05563 1.3897
2.7849  1    -3.26412 -0.401506 1.97492 -0.141426 -0.473796
0.897377  1    -0.658563 -1.0007 -0.486271 1.37898 1.05832
0.0685893  1    0.159253 -0.643779 0.772602 1.2208 0.631234
0.0257915  1    -2.13454 0.548319 0.715023 0.380775 0.489485
6.04496  1    0.245522 0.161358 0.302711 2.06469 1.07131
1.20222  1    -2.70784 2.07664 1.01646 -0.354728 -0.231318
2.13728  1    -1.2031 -1.31509 -1.97698 1.48375 0.826418
4.53627  1    0.640161 1.55411 -2.50465 2.81084 0.854983
0.228712  1    -0.212192 0.250414 -0.759276 2.36239 1.17446
1.52295  1    -0.942549 0.132981 -1.46765 1.22263 0.570009
3.45485  1    -0.994544 -1.86396 -0.200178 0.205898 2.47099
0.164408  1    -2.01229 -0.421881 0.500922 -0.256714 0.72833
0.000183883  1    1.03597 1.10474 -0.399612 -0.121306 1.06169
2.96183  1    -0.913137 -0.0137014 -0.423423 0.25485 0.326598
0.854086  1    -1.53773 0.221575 1.81437 0.562784 1.03953
0.044381  1    0.0922185 1.10763 1.62378 0.813268 0.421848
1.92283  1    1.08056 1.45077 -1.64018 3.12216 0.661938
4.19065  1    -0.547555 0.532928 -1.09084 1.69838 0.961039
2.72553  1    -1.40216 0.609685 -0.689279 -0.425481 1.91779
0.583335  1    0.867011 2.41387 -2.08837 0.188732 0.254966
5.67443  1    -3.29608 0.129043 0.623107 -0.340705 0.87971
0.895779  1    -1.08344 -0.47645 -1.46599 0.646273 0.663761
5.74833  1    -1.41765 0.817563 -0.789439 2.65089 0.954009
1.63226  1    -0.0801918 0.544946 -0.372163 0.0302362 1.09884
1.22387  1    -0.761168 0.778216 -0.262787 0.905009 0.93733
0.0649074  1    0.247247 0.0530474 -0.811013 0.134467 1.00364
0.20822  1    -0.361548 -0.672617 -0.0862698 -0.424209 1.88313
5.49971  1    -1.42925 -0.178912 -0.695538 1.26412 1.76176
7.3121  1    -1.97009 1.25771 -0.183528 -0.542009 1.80723
0.662988  1    -1.4344 0.986328 1.00754 0.600123 0.253906
3.4537  1    -0.779946 -0.0209046 -0.457935 0.783179 1.86749
0.30135  1    -1.46753 -0.277202 1.3456 -1.4343 1.46281
5.75083  1    -0.884107 0.963194 -0.673846 2.29284 1.64024
0.456297  1    -0.344511 -2.34494 0.43105 0.679406 0.601082
4.6866  1    -0.986817 0.464405 -0.465378 0.927354 1.59119
0.963684  1    -0.595508 0.249247 0.467385 1.39297 -0.100516
6.89402  1    -0.465172 -1.0171 1.96134 1.36933 1.71818
0.491332  1    -0.303389 1.46277 -0.0370712 1.52353 -0.453156
0.203221  1    -0.922091 -1.2722 2.09094 2.04091 -0.460085
0.29898  1    -0.673262 1.41681 -0.403487 0.511528 0.3423
1.32946  1    -0.999048 0.227781 -0.413357 0.898105 -0.403559
4.63387  1    -1.37931 2.48085 2.23111 1.55756 0.175923
4.89031  1    -0.429248 1.33068 0.222328 1.24055 1.26264
0.442121  1    -0.993745 0.682593 -1.25771 2.05427 -0.431199
1.71467  1    1.00312 0.78198 0.774234 2.11543 1.28843
8.09486  1    -0.831503 0.862129 0.539707 1.62966 1.8366
1.91301  1    -1.29291 1.09678 -0.486664 1.19738 -0.336474
5.07768  1    1.08726 -0.597314 -1.27845 2.15765 2.45188
0.235451  1    -0.444498 1.76 0.835345 0.284783 -0.348815
1.83168  1    -1.80305 -0.11581 0.677028 -1.24298 1.0114
5.54722  1    -1.83805 1.50851 -1.40347 1.27596 1.89006
3.6622  1    -0.652915 1.73443 -1.77652 0.67257 0.972457
3.86418  1    -2.2194 0.216499 -0.811183 -0.638447 2.63493
3.71162  1    0.711158 0.546519 0.63753 1.73773 0.577424
0.347612  1    -1.09325 -0.390879 1.31813 1.42471 0.0218957
2.42263  1    -0.416137 0.152152 0.265546 0.850548 1.1388
2.66672  1    -0.956382 0.655897 0.660715 -0.525468 2.41831
4.40298  1    0.276773 0.347343 0.278556 1.73413 2.44104
1.46278  1    -1.36735 -1.11645 -0.412845 2.02279 0.275296
1.87792  1    -1.00363 0.517253 0.405154 -0.407185 1.79906
1.22519  1    -2.33609 0.178731 0.0958081 0.912104 -1.1383
1.67468  1    -1.17959 0.560544 -0.922772 -0.845262 0.65174
1.65382  1    1.06865 0.432414 0.982695 1.43457 1.64753
1.85704  1    -2.16766 1.3429 -1.21868 0.082804 -0.19708
0.316782  1    -0.400176 -0.359286 0.120324 1.21714 0.377219
2.73948  1    0.848011 -2.08817 -0.0429499 2.82243 1.16726
0.764807  1    1.29019 -0.534744 -0.451265 2.12591 0.623607
4.64643  1    -0.0259078 0.410696 -0.0152315 0.389356 1.2567
9.65916  1    -1.88173 -2.04369 0.89797 1.34036 2.79905
0.455008  1    -1.60955 -1.29121 -1.2929 -0.0125053 0.450416
1.37558  1    -0.524834 -0.302628 -1.22735 -0.273395 0.797614
6.99132  1    -1.36374 0.338797 0.775746 2.16669 1.37164
0.374758  1    -0.0597936 0.57661 -1.03577 -0.0825729 1.50849
0.934086  1    -0.104741 -0.215707 -0.929003 1.82612 0.755064
0.74912  1    0.262856 1.23115 -2.09371 0.747115 0.699028
6.3442  1    1.46999 0.753794 1.28027 0.674312 2.89185
0.103586  1    -0.322693 -1.77492 0.637111 0.182373 0.841754
2.19228  1    -2.12257 1.44393 0.728212 -0.435626 0.516728
3.70149  1    -0.403729 1.23736 1.88326 1.50785 1.63155
1.08687  1    -1.71476 -1.16229 0.426463 0.184682 0.132765
3.80897  1    -0.422054 0.589573 0.0665723 -0.413484 1.10208
3.59184  1    -1.17198 0.551217 0.442772 1.01882 -0.0584279
2.27466  1    0.207309 1.32512 -0.371145 0.503966 0.647096
0.259662  1    0.442528 1.40015 0.326219 -1.45487 2.45041
1.44988  1    0.0634598 1.94722 0.683467 0.156932 0.882794
2.20632  1    -1.92912 0.0816296 -1.01085 0.217185 0.632073
5.31962  1    -0.477933 -0.542063 0.531086 1.25217 0.914444
1.16878  1    0.894925 -0.354069 -0.731446 1.86277 0.958056
2.89131  1    -0.890698 0.636373 -1.22542 -0.712832 1.76304
0.128777  1    0.442636 0.0943774 0.446112 1.54249 0.812716
0.602406  1    -2.43358 -0.805996 1.27497 -0.767567 -0.172154
5.38013  1    0.483716 -0.0725083 0.343956 0.275897 2.49845
0.725077  1    -0.118584 0.602344 -0.302744 0.921506 0.109218
1.42794  1    0.959514 2.14495 0.546812 1.21357 0.450534
2.11531  1    -1.24333 1.74257 0.350031 0.14711 -0.204626
0.743407  1    -0.289191 0.750584 -0.254992 1.68366 0.370355
1.48785  1    -2.07441 0.135558 0.647882 0.584341 0.272083
0.164007  1    -0.796721 1.11886 1.66498 1.25344 -0.087298
2.68358  1    0.0509991 0.383828 -1.6885 0.331186 1.47637
1.1105  1    -1.85446 -1.75152 -0.217118 0.639257 -0.515566
2.66339  1    -1.4686 0.686507 -0.541008 0.210254 1.54158
2.5103  1    -0.0298158 -0.525494 0.977561 0.262095 1.77696
0.621719  1    -2.39141 -0.497609 -1.30816 0.185421 1.38701
0.935999  1    -0.329671 0.544505 -0.412327 0.728967 1.28534
3.14064  1    0.250982 0.288531 -0.0313478 1.79069 1.6895
2.24764  1    -0.572258 -0.472131 1.47844 2.20165 0.207158
0.0854375  1    0.928344 0.09436 -0.284582 2.59741 -0.179125
0.0857985  1    0.412394 0.819142 1.37119 -0.384172 2.04406
1.06123  1    0.993647 0.542416 0.317213 0.741744 1.11753
6.74906  1    -1.5107 0.673987 -0.508808 1.44732 1.20767
1.68913  1    -2.33561 0.440777 -0.850894 -0.288036 0.515063
1.24754  1    -0.237949 0.0576483 0.616782 1.05649 1.36958
3.49144  1    -0.917418 0.165292 0.347152 -0.301107 1.37596
3.44666  1    -0.574647 -0.0904619 0.580488 0.452223 1.75567
0.322857  1    0.498575 0.744849 0.465929 0.575893 0.661724
5.47702  1    -0.568322 0.0472445 0.432152 0.317055 1.69146
3.01764  1    0.944696 1.09389 -0.278239 0.292371 2.16326
3.09058  1    -0.469568 1.4536 0.300383 -0.159241 1.60386
1.41058  1    -0.907992 0.115864 -0.202439 -0.0664246 1.25569
0.586765  1    -2.35275 0.723139 -0.0860611 0.939032 0.222539
2.30246  1    -0.939779 -0.51783 -0.211861 2.88723 -0.530904
0.784553  1    -0.125077 1.76128 0.490783 1.45742 0.518307
4.04993  1    -0.804858 0.409691 0.393476 -0.164215 1.15352
6.31598  1    -0.899841 -0.630834 -0.171453 0.283593 2.54702
1.5491  1    -0.777137 0.998579 -0.426118 0.993264 0.54049
2.05583  1    -1.48106 2.45352 0.370049 0.245208 -0.0226831
4.33157  1    -0.681676 0.449777 -0.265988 0.203609 2.2688
1.23011  1    0.258644 -0.405117 0.349746 2.12192 0.221288
4.88813  1    -0.575583 1.06749 2.36034 1.27261 0.7868
2.86512  1    -0.0512295 0.321495 -0.282745 1.30367 0.232023
3.7877  1    -1.05652 0.664139 0.862453 0.441571 0.717059
0.971859  1    -1.95774 -1.68527 -0.11904 0.00695125 1.65558
1.3541  1    -0.532448 -0.171535 0.166906 -0.0119701 0.348475
1.46638  1    -1.27398 0.658125 -0.364461 -0.724588 1.40175
0.3335  1    -1.26263 1.82754 -0.393901 0.484447 0.0124136
1.55588  1    -0.73566 3.07207 -0.0442029 0.636026 -0.0400434
0.357344  1    -0.264501 -1.24735 -0.0720209 -0.388189 1.74345
1.16719  1    -0.807444 0.0300191 -0.645193 -0.0573872 1.40535
3.93248  1    -1.52476 2.44366 -0.869865 -0.0323792 0.933132
2.30389  1    -0.921002 0.626209 0.625892 -0.8041 1.98008
0.701855  1    -0.346474 1.24074 -0.0818891 0.893128 0.281225
1.58718  1    -0.996192 1.39199 0.489979 1.1719 0.182414
2.25175  1    -0.758379 1.19777 -1.06889 0.8492 0.776254
5.24772  1    -0.593954 -0.19396 -0.587118 1.76779 0.509929
2.73325  1    -2.08604 0.010682 0.914399 -0.0934887 1.93138
2.30077  1    0.65274 2.31409 0.445955 1.54291 1.25654
0.635372  1    -0.670634 -0.199351 1.17956 2.54406 0.188811
0.541469  1    0.120908 -0.315878 -0.897629 0.897005 0.921506
0.733955  1    -0.518391 -0.0762789 -0.879612 -0.851588 1.71511
0.0254203  1    -0.288374 1.48685 -1.4212 1.31472 -0.182158
6.04759  1    -0.306725 -0.972565 0.0651606 1.54332 1.72628
1.39341  1    0.0105473 1.58581 -0.323553 -0.242651 0.521234
1.05022  1    -1.01645 0.821495 1.24496 -1.40843 2.00595
2.3652  1    -0.743386 2.11966 2.01973 0.58925 0.39394
3.7119  1    -0.172755 -0.740879 1.31719 1.29103 2.5883
0.542852  1    -0.143814 1.18254 1.92249 0.373569 1.82095
0.495196  1    0.826497 0.834198 0.0972265 0.984642 0.194616
6.54186  1    -0.174443 1.86643 -0.195693 0.928067 2.27871
1.29602  1    -0.342625 -0.0809595 -1.5164 1.16935 0.339817
2.86892  1    0.0545973 0.335514 0.965934 2.25502 1.52813
2.61289  1    -2.26254 -0.0853061 0.9782 -0.106103 0.93818
3.21932  1    0.0734157 0.916812 -1.15383 1.31363 0.97201
1.84734  1    -0.845747 -0.127447 0.949753 0.663024 1.33449
1.93395  1    -0.729985 -0.256793 0.810076 0.454384 0.855271
4.64032  1    -1.11216 0.364468 0.24827 -0.472501 1.89897
4.75752  1    -1.42437 -0.807087 -0.543562 1.91387 0.737563
0.00359662  1    -0.211436 -0.903803 -1.29144 1.05947 0.615929
1.18332  1    1.76 -0.249497 1.01602 1.48342 1.92241
3.72686  1    -0.628645 0.097803 1.13298 2.29294 1.10228
8.58667  1    -1.08073 -1.15128 0.129675 0.484635 2.04692
0.0049871  1    0.0835525 1.65544 -1.23355 -0.477421 1.0257
0.720389  1    -0.297652 -0.789967 -0.762369 0.485219 1.44378
0.114491  1    -1.09877 0.634535 -0.405405 -1.55881 1.15333
2.91677  1    -0.843913 0.989754 0.782923 0.459369 0.423034
0.292582  1    -0.833 1.08714 -1.53314 -0.199977 0.517149
1.5244  1    -0.690141 1.44927 1.65182 0.236097 0.281619
1.27614  1    0.356702 -0.802987 -0.119633 -0.354188 2.60727
0.11214  1    -0.0988373 1.61455 -0.236045 0.0172935 0.422777
8.4519  1    -3.09881 0.949646 1.94463 0.562175 1.88168
3.01848  1    -0.203551 0.638706 -1.29639 0.669411 1.95401
5.85109  1    -0.0368883 0.771161 -1.66422 2.63392 1.23939
3.60866  1    0.623477 2.26106 0.34794 1.02586 0.747803
1.24837  1    -1.66473 0.725326 -0.589933 0.637569 0.61591
1.54603  1    -1.48369 0.64101 -2.95418 0.42788 1.17407
2.97262  1    -0.751826 1.31141 0.206033 0.729773 0.515442
6.72129  1    -0.623657 0.63021 0.53531 1.99513 0.834062
5.02835  1    -1.22502 1.393 0.712141 2.34387 0.179414
0.986193  1    -0.260055 0.789018 0.491864 -0.0816656 0.853444
0.148536  1    -0.41873 0.894665 -0.568239 0.264223 0.751722
1.58735  1    -2.08036 0.612938 -0.486016 -0.821919 0.997996
5.52843  1    -1.51168 0.238052 0.435834 1.77385 1.25106
3.03015  1    -1.19434 -0.547151 -1.61189 0.364119 1.33164
0.209075  1    0.376168 -0.161166 0.97543 0.500058 1.17952
3.90979  1    -1.18699 1.76455 -0.651138 1.32724 -0.284846
3.41906  1    0.244159 -0.451039 -1.61613 -0.0148604 2.03682
1.65091  1    0.646947 0.796366 -0.970024 0.655791 1.56879
1.30526  1    -1.21134 -1.3352 -1.21426 1.53133 0.495418
2.83979  1    -1.98337 1.20301 0.984932 1.14419 -0.356861
1.11035  1    0.362679 -0.980397 0.246397 0.150074 2.82513
1.40876  1    -0.862248 0.295227 0.507757 2.34782 -1.0906
2.35727  1    -0.606654 -1.30383 1.75398 1.29191 1.50045
0.199569  1    0.199375 0.456457 0.0807523 1.53121 0.980902
2.83005  1    1.02915 -0.925172 -0.98072 0.0626847 2.49346
0.851941  1    0.679078 0.591449 0.909718 0.521163 0.528922
0.126684  1    -1.41767 -0.383191 0.505318 0.0751217 1.35703
0.732639  1    -1.40391 0.514488 -0.458752 0.980817 -1.02734
4.42389  1    -0.402279 1.14589 1.70683 2.24211 0.721618
1.37659  1    0.487133 -1.25972 0.456079 1.90117 0.550226
1.44925  1    -0.887774 1.05404 0.969291 0.407168 1.37845
0.185377  1    -0.714127 -0.0197788 1.28064 0.959316 0.714606
6.86186  1    -1.10223 1.13498 -0.706654 0.307397 1.71387
1.51134  1    -0.872302 0.382385 -0.175684 0.0607237 1.25619
3.42615  1    -0.328533 0.416989 0.276899 0.26465 1.64149
5.14794  1    -0.662296 1.79627 -1.49315 2.55661 0.400201
3.85287  1    -0.338094 -0.732405 -0.261008 0.921947 2.04064
3.07124  1    0.444814 -0.295855 0.311078 -0.411308 1.83921
1.47647  1    -0.383434 -0.069393 -0.153323 -0.577757 2.14164
2.11748  1    -0.401324 1.469 0.0592216 0.262411 0.488027
0.33711  1    -1.07638 1.71349 1.57632 0.48846 0.561114
0.813696  1    -1.35227 -1.30926 0.352691 0.887294 0.873852
5.00029  1    0.107509 0.255303 -1.75478 1.62457 0.669617
0.79622  1    -0.292379 1.45948 0.904284 0.233708 1.67736
4.58751  1    -1.22945 0.760743 -0.50972 0.0598425 2.34691
4.23331  1    -0.11017 -1.3156 0.878501 -0.363164 1.76231
5.08424  1    -1.8392 -0.00916743 -0.887479 0.459828 1.19261
0.593043  1    -1.91162 -1.11053 0.36399 1.97842 -0.102713
0.34756  1    -0.948169 0.788178 0.433551 -0.721657 0.563567
5.93946  1    -0.913768 0.117934 0.438029 -0.231974 2.29319
4.30204  1    -0.18534 1.98124 -0.504327 1.53279 0.673249
0.089543  1    -0.45355 1.27189 1.33322 0.579148 1.13046
3.4732  1    -0.701427 1.71137 -3.04894 0.306588 2.21736
0.604294  1    -0.834217 1.94595 0.615486 0.952656 -0.625215
4.0985  1    -1.57437 1.63649 -1.71535 -0.0603547 2.54188
5.77705  1    -0.231406 0.0250911 -0.573185 0.913712 1.49867
2.32184  1    0.552968 0.740338 0.377577 1.08001 1.60778
5.87215  1    -1.40566 1.03246 -1.51078 0.783399 -0.132339
6.43367  1    -0.918052 2.09188 -0.681559 0.748656 2.12132
0.510761  1    0.839431 -0.226072 -1.59632 0.792543 0.882485
0.0135649  1    0.489599 3.39062 -2.15441 -1.27149 1.29936
4.99515  1    0.863582 0.102119 0.0500342 0.140675 4.6642
9.73362  1    -1.81016 -0.537876 0.100064 1.70023 1.54017
2.64403  1    -0.421959 0.192225 -0.993057 -0.126749 2.14302
2.28677  1    0.195656 -0.227966 -0.940449 0.619014 2.58575
2.14876  1    -1.33342 -0.455944 0.717882 -0.51802 1.89338
0.332903  1    -0.81227 0.884359 0.706521 1.48768 0.776108
0.38389  1    0.477738 0.427832 -0.505348 1.27908 -0.573218
6.30403  1    -0.955126 0.441952 0.26054 1.48968 1.45355
1.86042  1    -0.127921 -0.306145 -0.295534 0.36287 1.81426
3.26851  1    -0.390775 0.884459 0.676496 -0.676967 1.70779
0.847736  1    -0.213376 -0.455534 -0.617676 0.0931392 1.17324
6.81214  1    -0.694185 1.94834 -1.46952 0.977089 1.4635
2.5358  1    -0.851304 -0.612189 -0.068925 1.96821 0.164384
1.4537  1    1.11543 -0.303788 -1.48761 0.216355 1.67125
5.56351  1    -0.766648 -0.270339 0.325545 0.617852 2.44394
2.43898  1    -0.59321 1.43245 0.887286 -0.159213 1.943
3.99908  1    -0.977716 1.24113 0.0673972 -0.1813 1.22004
3.93557  1    -2.05532 1.56021 0.786082 1.00133 -0.0470887
1.50476  1    1.16427 0.594437 0.277508 0.78897 2.13139
2.27677  1    -1.38929 0.962582 -2.29567 -0.25619 0.987927
4.39771  1    -0.333053 -0.422482 -1.65818 1.58829 1.6841
2.47487  1    0.70614 1.32597 -0.715552 -0.458813 2.81145
0.642073  1    -0.265683 0.784025 0.754163 -0.760968 0.378953
2.61737  1    0.147624 -0.551475 -0.378784 1.74687 0.679636
2.24477  1    0.147014 -0.195341 -0.567917 0.216539 1.55693
4.9017  1    -1.10185 0.418635 1.151 0.443352 1.44141
3.21254  1    -1.48432 0.506745 -1.69866 1.25508 0.284665
1.26459  1    -0.686504 0.17497 -0.718407 0.00390683 0.435606
0.581804  1    -1.21223 1.34519 1.15582 0.304255 -0.0651712
1.32279  1    -0.753188 0.909387 -0.492089 -0.834266 1.47503
0.273704  1    -0.985555 -0.667441 -1.85103 0.0482453 1.391
8.31731  1    -1.41204 -0.263778 1.38042 1.27922 1.72356
1.84055  1    0.507566 0.975677 0.874358 -1.22691 2.48041
1.58876  1    -1.72885 0.412282 1.01741 0.508596 0.736971
1.18801  1    -1.29026 1.88142 -0.530612 1.16003 -0.171471
0.0826553  1    0.00439966 0.742484 0.0117558 0.696926 0.937766
2.66948  1    0.186987 0.782488 0.133357 0.953359 2.29984
0.255816  1    -0.439067 -0.216093 0.318656 1.45983 0.633047
1.49379  1    -0.43997 -0.976479 0.608557 0.488546 1.39729
1.51971  1    -0.545878 0.173982 0.27769 0.417474 0.690289
3.51213  1    0.713685 -0.409146 0.371391 2.92598 1.13747
4.95572  1    -0.730779 1.35261 0.237039 0.343716 1.61356
3.51466  1    -0.865622 0.22685 0.568678 0.378582 1.9518
1.19917  1    -0.25932 0.0871593 0.656736 0.755027 0.753831
5.84419  1    -0.0193757 -1.04149 -0.0301532 1.46418 2.053
2.68198  1    1.06681 -0.356353 -2.04396 1.83992 1.21193
1.75716  1    -0.854678 -0.800453 0.613793 -0.238884 1.15003
0.341879  1    -0.380469 1.29738 0.521598 0.81629 0.603107
0.208294  1    1.39351 -0.0213445 -0.545158 -0.595354 2.06815
4.60008  1    -2.71997 0.58672 -0.45236 1.17483 0.642041
2.29354  1    -0.140955 -0.181055 -0.628565 1.80481 0.755303
0.040059  1    0.391185 0.616349 -0.930984 0.188224 1.86803
3.80507  1    0.146785 0.445241 0.570275 0.321797 1.84063
0.460592  1    0.219202 -1.63576 0.733901 0.0808559 1.77947
3.94881  1    -1.10162 0.0409035 -1.003 -0.110695 1.00994
3.04845  1    -0.920727 1.11097 -0.0120025 0.855519 1.33821
6.30075  1    -2.68726 0.790432 0.122517 -0.614698 1.54049
0.0823412  1    -0.203346 -0.927354 -2.5221 0.534577 0.735491
2.32592  1    -0.901097 1.40869 0.926989 1.06907 0.507555
5.12592  1    -0.695685 0.657367 -0.0946634 1.27545 0.359832
1.83705  1    -0.676146 1.31643 0.442717 1.23417 0.484027
0.0764297  1    -0.475603 1.88702 -1.50761 -0.232412 1.64076
